Ingredient_Name,canonical_group_id,Primary_Function,Ingredient_Category,Origin,Regulatory_Status,Safety_Level_true,Safety_Level_pred,Safety_Level_correct,Safety_Level_confidence,Allergy_Risk_true,Allergy_Risk_pred,Allergy_Risk_correct,Allergy_Risk_confidence,Irritation_Risk_true,Irritation_Risk_pred,Irritation_Risk_correct,Irritation_Risk_confidence
Polysorbate 80,Polysorbate 80,Emulsifier,Surfactant,Synthetic,Approved,Safe,Safe,True,0.987324362565406,Low,No Risk,False,0.9217914803408331,No Risk,Low,False,0.9825635232686465
Sorbitan Oleate,Sorbitan Oleate,Emulsifier,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.983491049707846,Low,Low,True,0.8908118726319796,No Risk,Low,False,0.7439059470515339
Sodium Lauryl Sulfoacetate,Sodium Lauryl Sulfoacetate,Surfactant,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9070360197296544,Low,Low,True,0.790554828250995,Medium,Low,False,0.8470788145366557
Disodium Laureth Sulfosuccinate,Disodium Laureth Sulfosuccinate,Surfactant,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9465477310417443,Low,Low,True,0.9078958649854825,Low,Low,True,0.8710884111213061
Sodium C14-16 Olefin Sulfonate,Sodium C14-16 Olefin Sulfonate,Surfactant,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9670224163009375,Medium,Low,False,0.6461762787595827,Medium,Low,False,0.5863024402212085
TEA-Lauryl Sulfate,TEA-Lauryl Sulfate,Surfactant,Surfactant,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.988712222836091,Medium,Medium,True,0.9973854128104943,Medium,Medium,True,0.9557253144486405
Potassium Cocoate,Potassium Cocoate,Cleansing Agent,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9986444485275777,Low,Low,True,0.9946084205596173,Low,No Risk,False,0.8204762957985507
Sodium Tallowate,Sodium Tallowate,Cleansing Agent,Surfactant,Animal Derived,Approved,Safe,Safe,True,0.9968149766797417,Low,Low,True,0.7856626914400385,Low,No Risk,False,0.48945833210779144
Sodium Palmate,Sodium Palmate,Cleansing Agent,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9981056294037594,Low,Low,True,0.992729133660233,Low,No Risk,False,0.5851153467469045
Sodium Cocoate,Sodium Cocoate,Cleansing Agent,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9988223929172149,Low,Low,True,0.9744912042936503,Low,Low,True,0.9715814144127232
Sodium Laureth-3 Sulfate,Sodium Laureth-3 Sulfate,Surfactant,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9594815410115938,Medium,Medium,True,0.8179681556933641,Medium,Medium,True,0.963697278463922
Sodium C12-15 Pareth Sulfate,Sodium C12-15 Pareth Sulfate,Surfactant,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9435501288846038,Medium,Medium,True,0.8274320529988465,Medium,Medium,True,0.8308278075977007
Disodium Cocoamphodipropionate,Disodium Cocoamphodipropionate,Surfactant,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.97523275521063,Low,Low,True,0.9947256430583149,Low,Low,True,0.9812721212036332
Cocamidopropyl Hydroxysultaine,Cocamidopropyl Hydroxysultaine,Surfactant,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.988055714348361,Low,Low,True,0.8320453755193399,Low,Low,True,0.5090027353548016
Sodium Cocoyl Glutamate,Sodium Cocoyl Glutamate,Cleansing Agent,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9981014129918149,Low,Low,True,0.993269024497167,No Risk,No Risk,True,0.8549739827731186
Sodium Lauroyl Glutamate,Sodium Lauroyl Glutamate,Cleansing Agent,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9983189127752379,Low,Low,True,0.9935394666263936,No Risk,No Risk,True,0.8731496128093741
Potassium Cocoyl Glycinate,Potassium Cocoyl Glycinate,Cleansing Agent,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9960040782371726,Low,Low,True,0.9982309553592758,No Risk,Low,False,0.8681508955129498
Lauryl Betaine,Lauryl Betaine,Surfactant,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9951598457306001,Low,Low,True,0.813579470061689,Low,Low,True,0.8596538327984277
Cocamidopropylamine Oxide,Cocamidopropylamine Oxide,Surfactant,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9668783291092494,Low,Low,True,0.903250359443071,Low,Low,True,0.4920620251563615
PEG-100 Stearate,PEG-100 Stearate,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.7788305533349426,Low,Low,True,0.7779945306466273,No Risk,Low,False,0.8683877679342807
Cetearyl Glucoside,Cetearyl Glucoside,Emulsifier,Emulsifier,Naturally Derived,Approved,Safe,Safe,True,0.5179663844050447,Low,Low,True,0.9096035882601513,No Risk,No Risk,True,0.961835180263589
Sorbitan Stearate,Sorbitan Stearate,Emulsifier,Emulsifier,Naturally Derived,Approved,Safe,Safe,True,0.9860152846733535,Low,Low,True,0.7526305731106173,No Risk,No Risk,True,0.6713892890573352
Polyglyceryl-3 Methylglucose Distearate,Polyglyceryl-3 Methylglucose Distearate,Emulsifier,Emulsifier,Naturally Derived,Approved,Safe,Safe,True,0.9976909512063709,Low,Low,True,0.981786589398802,No Risk,No Risk,True,0.9545916506214948
Steareth-20,Steareth-20,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9927199163260992,Low,Low,True,0.9644444401102935,No Risk,No Risk,True,0.9669413786388381
Steareth-2,Steareth-2,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9959306163526317,Low,Low,True,0.958348536177947,No Risk,No Risk,True,0.7571653719993254
Ceteareth-20,Ceteareth-20,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9951715746171407,Low,Low,True,0.9678878777949991,No Risk,No Risk,True,0.9741433712686903
Lecithin,Lecithin,Emulsifier,Phospholipid,Natural,Approved,Safe,Safe,True,0.9876315088284778,Low,Low,True,0.9736915608090067,No Risk,No Risk,True,0.9829400572686718
Polyglyceryl-4 Caprate,Polyglyceryl-4 Caprate,Emulsifier,Emulsifier,Naturally Derived,Approved,Safe,Safe,True,0.9990832746207756,Low,Low,True,0.9770879772997041,No Risk,No Risk,True,0.997899882623461
Glyceryl Caprylate,Glyceryl Caprylate,Emulsifier,Preservative Booster,Naturally Derived,Approved,Safe,Safe,True,0.8481913415508535,Low,Low,True,0.997267018873322,No Risk,No Risk,True,0.9937633220489526
Emulsifying Wax NF,Emulsifying Wax NF,Emulsifier,Wax,Synthetic,Approved,Safe,Safe,True,0.9967647585684004,Low,Low,True,0.6168941355567409,No Risk,Low,False,0.6830913453059345
Dimethiconol,Dimethiconol,Conditioning Agent,Silicone,Synthetic,Approved,Safe,Safe,True,0.964233788452772,Low,Low,True,0.9985300406476151,No Risk,No Risk,True,0.9896679648836588
Amodimethicone,Amodimethicone,Conditioning Agent,Silicone,Synthetic,Approved,Safe,Safe,True,0.9744141527923992,Low,Low,True,0.9978884580755263,No Risk,No Risk,True,0.9896098741758342
Phenyl Trimethicone,Phenyl Trimethicone,Emollient,Silicone,Synthetic,Approved,Safe,Safe,True,0.9967454786035486,Low,Low,True,0.9570475999169152,No Risk,No Risk,True,0.804787153544636
Trimethylsiloxysilicate,Trimethylsiloxysilicate,Film Former,Silicone,Synthetic,Approved,Safe,Very Safe,False,0.69729566477292,Low,Low,True,0.5175414482613545,No Risk,No Risk,True,0.928942165124632
Dimethicone Crosspolymer,Dimethicone Crosspolymer,Texturizer,Silicone,Synthetic,Approved,Safe,Safe,True,0.9910508271344783,Low,Low,True,0.9388727843446957,No Risk,No Risk,True,0.9880668859417308
Simethicone,Simethicone,Anti-foaming Agent,Silicone,Synthetic,Approved,Safe,Safe,True,0.8797605978474027,Low,Low,True,0.89875350858597,No Risk,Low,False,0.49020514392087533
PEG/PPG-18/18 Dimethicone,PEG/PPG-18/18 Dimethicone,Emulsifier,Silicone,Synthetic,Approved,Safe,Safe,True,0.9971233699727867,Low,Low,True,0.9545711661614262,No Risk,No Risk,True,0.909792149826436
Cetyl Dimethicone,Cetyl Dimethicone,Emollient,Silicone,Synthetic,Approved,Safe,Safe,True,0.9947397556012936,Low,Low,True,0.9761462995971266,No Risk,No Risk,True,0.9766352193535724
Dimethicone Copolyol,Dimethicone Copolyol,Emulsifier,Silicone,Synthetic,Approved,Safe,Safe,True,0.8781677393283734,Low,Low,True,0.9816977185172093,No Risk,No Risk,True,0.8250412745995268
Stearyl Dimethicone,Stearyl Dimethicone,Emollient,Silicone,Synthetic,Approved,Safe,Very Safe,False,0.6523004940137791,Low,Low,True,0.9672460729878647,No Risk,No Risk,True,0.9795866336114797
PEG-8 Dimethicone,PEG-8 Dimethicone,Emulsifier,Silicone,Synthetic,Approved,Safe,Safe,True,0.9949345215313471,Low,Low,True,0.9886550624615522,No Risk,No Risk,True,0.9229998154332676
Cyclotetrasiloxane,Cyclotetrasiloxane,Emollient,Silicone,Synthetic,Country Restricted,Moderate Risk,Safe,False,0.9731900347930817,Low,Low,True,0.976925132900582,No Risk,No Risk,True,0.972760654426445
Bis-Aminopropyl Dimethicone,Bis-Aminopropyl Dimethicone,Conditioning Agent,Silicone,Synthetic,Approved,Safe,Safe,True,0.998204254462419,Low,Low,True,0.9990796395907552,No Risk,No Risk,True,0.9042596199756207
Stearic Acid,Stearic Acid,Emulsifier,Fatty Acid,Naturally Derived,Approved,Very Safe,Safe,False,0.9698711927781707,Low,Low,True,0.9578560956198583,No Risk,No Risk,True,0.6219808503581339
Palmitic Acid,Palmitic Acid,Emollient,Fatty Acid,Naturally Derived,Approved,Safe,Safe,True,0.9365258106104546,Low,Low,True,0.9970143315832121,No Risk,No Risk,True,0.7852994902268926
Myristic Acid,Myristic Acid,Emollient,Fatty Acid,Naturally Derived,Approved,Safe,Safe,True,0.9914267823630882,Low,Low,True,0.9979070655603113,No Risk,No Risk,True,0.9024043281011402
Lauric Acid,Lauric Acid,Antimicrobial,Fatty Acid,Naturally Derived,Approved,Safe,Safe,True,0.9473345784557052,Low,Low,True,0.9987999376711506,No Risk,Low,False,0.8159817607007683
Oleic Acid,Oleic Acid,Emollient,Fatty Acid,Naturally Derived,Approved,Safe,Safe,True,0.9737067737229124,Low,Low,True,0.9998699286131518,Low,No Risk,False,0.9972737716211768
Linoleic Acid,Linoleic Acid,Emollient,Fatty Acid,Naturally Derived,Approved,Safe,Safe,True,0.604186918047545,Low,Low,True,0.998519121646928,No Risk,No Risk,True,0.768450516524257
Isostearic Acid,Isostearic Acid,Emollient,Fatty Acid,Synthetic,Approved,Safe,Safe,True,0.9929912931154434,Low,Low,True,0.9997689419656489,No Risk,No Risk,True,0.9743363449273456
Camellia Sinensis Leaf Extract (Green Tea),Camellia Sinensis Leaf Extract (Green Tea),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9995210345963461,Low,Low,True,0.996374775994525,No Risk,No Risk,True,0.9984670891779144
Centella Asiatica Extract (Cica),Centella Asiatica Extract (Cica),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9981876946790171,Low,Low,True,0.993575452056491,No Risk,No Risk,True,0.9996303302196826
Chamomilla Recutita Flower Extract (Chamomile),Chamomilla Recutita Flower Extract (Chamomile),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9990261877135684,Medium,Low,False,0.9540747187250591,No Risk,No Risk,True,0.8757412869274029
Calendula Officinalis Flower Extract,Calendula Officinalis Flower Extract,Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.988823219578995,Low,Low,True,0.9990308196281303,No Risk,No Risk,True,0.9996947534500671
Curcuma Longa Root Extract (Turmeric),Curcuma Longa Root Extract (Turmeric),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9997232007067757,Low,Low,True,0.9974282150770578,No Risk,No Risk,True,0.9985031930029978
Azadirachta Indica Leaf Extract (Neem),Azadirachta Indica Leaf Extract (Neem),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9957869582263889,Low,Medium,False,0.5666063845967525,No Risk,No Risk,True,0.59016404238855
Ocimum Sanctum Leaf Extract (Tulsi),Ocimum Sanctum Leaf Extract (Tulsi),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9843435824268955,Low,Low,True,0.6736510785600422,No Risk,No Risk,True,0.877234928424743
Glycyrrhiza Glabra Root Extract (Licorice),Glycyrrhiza Glabra Root Extract (Licorice),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9998724069751479,Low,Low,True,0.9977929122342418,No Risk,No Risk,True,0.9994086020464785
Cucumis Sativus Fruit Extract (Cucumber),Cucumis Sativus Fruit Extract (Cucumber),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.999516766068266,Low,Low,True,0.9907586069526385,No Risk,No Risk,True,0.9928648637703157
Rosa Damascena Flower Water (Rose Water),Rosa Damascena Flower Water (Rose Water),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9993653961018438,Low,Low,True,0.9975489901151784,No Risk,No Risk,True,0.9936194909040991
Hamamelis Virginiana Extract (Witch Hazel),Hamamelis Virginiana Extract (Witch Hazel),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9991910074088373,Low,Low,True,0.9834716064744616,Low,No Risk,False,0.9906655591597776
Portulaca Oleracea Extract,Portulaca Oleracea Extract,Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9999488839733818,Low,Low,True,0.9989691828314157,No Risk,No Risk,True,0.999545232398428
Punica Granatum Extract (Pomegranate),Punica Granatum Extract (Pomegranate),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9998411648579277,Low,Low,True,0.9949453627448135,No Risk,No Risk,True,0.9899362852368938
Vitis Vinifera Seed Extract (Grape Seed),Vitis Vinifera Seed Extract (Grape Seed),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9969462619295018,Low,Low,True,0.9993192927168973,No Risk,No Risk,True,0.9997259386920309
Malus Domestica Fruit Extract (Apple),Malus Domestica Fruit Extract (Apple),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9998584579575889,Low,Low,True,0.9962525454843943,No Risk,No Risk,True,0.9956543646673922
Citrus Limon Peel Extract (Lemon),Citrus Limon Peel Extract (Lemon),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9968069613808636,Medium,Low,False,0.7581118696061557,Medium,No Risk,False,0.9515899879903198
Citrus Aurantium Dulcis Peel Extract (Orange),Citrus Aurantium Dulcis Peel Extract (Orange),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9986079711339223,Medium,Low,False,0.9171469934618414,Low,No Risk,False,0.9046188335075345
Carica Papaya Fruit Extract (Papaya),Carica Papaya Fruit Extract (Papaya),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9995951310053488,Low,Low,True,0.999657281571881,No Risk,No Risk,True,0.995267035807874
Mangifera Indica Fruit Extract (Mango),Mangifera Indica Fruit Extract (Mango),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9998351996241392,Low,Low,True,0.9843281333107602,No Risk,No Risk,True,0.9871202928309349
Emblica Officinalis Fruit Extract (Amla),Emblica Officinalis Fruit Extract (Amla),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9995170004814122,Low,Low,True,0.9935950504017904,No Risk,No Risk,True,0.9884634717452537
Terminalia Chebula Fruit Extract (Haritaki),Terminalia Chebula Fruit Extract (Haritaki),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9993908756463749,Low,Low,True,0.9949744901227464,No Risk,No Risk,True,0.990986372858652
Terminalia Bellirica Fruit Extract (Bibhitaki),Terminalia Bellirica Fruit Extract (Bibhitaki),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9990275829381096,Low,Low,True,0.8433911008973566,No Risk,No Risk,True,0.9412625369055502
Withania Somnifera Root Extract (Ashwagandha),Withania Somnifera Root Extract (Ashwagandha),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.999701763121061,Low,Low,True,0.9984172337798009,No Risk,No Risk,True,0.9985251585713023
Bacopa Monnieri Extract (Brahmi),Bacopa Monnieri Extract (Brahmi),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9988085090759256,Low,Low,True,0.7075019474272974,No Risk,No Risk,True,0.8227657253375489
Eclipta Alba Extract (Bhringraj),Eclipta Alba Extract (Bhringraj),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9989576221645112,Low,Low,True,0.8908469778877098,No Risk,No Risk,True,0.9608534313856744
Hibiscus Sabdariffa Flower Extract,Hibiscus Sabdariffa Flower Extract,Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9997105783399984,Low,Low,True,0.9864864530208709,No Risk,No Risk,True,0.9752791518084954
Santalum Album Extract (Sandalwood),Santalum Album Extract (Sandalwood),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.997660224649401,Low,Low,True,0.9905887969310542,No Risk,No Risk,True,0.9151343358519926
Crocus Sativus Extract (Saffron/Kesar),Crocus Sativus Extract (Saffron/Kesar),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9992835236125611,Low,Low,True,0.9724732726905354,No Risk,No Risk,True,0.9869030436309616
Kaolin (Multani Mitti / Fuller's Earth),Kaolin (Multani Mitti / Fuller's Earth),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9928506560921456,Low,Low,True,0.983002523035363,No Risk,No Risk,True,0.9852819485299242
Nelumbo Nucifera Extract (Sacred Lotus),Nelumbo Nucifera Extract (Sacred Lotus),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9998256005740126,Low,Low,True,0.9979560361856078,No Risk,No Risk,True,0.9965285114989086
Moringa Oleifera Seed Extract,Moringa Oleifera Seed Extract,Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9990277450684906,Low,Low,True,0.9965416697912259,No Risk,No Risk,True,0.9960662738278329
Trigonella Foenum-Graecum Seed Extract (Fenugreek),Trigonella Foenum-Graecum Seed Extract (Fenugreek),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9994782373427458,Low,Low,True,0.9123123638968833,No Risk,No Risk,True,0.9916277887821389
Zingiber Officinale Root Extract (Ginger),Zingiber Officinale Root Extract (Ginger),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9987018008532182,Medium,Low,False,0.9933227859799578,Medium,No Risk,False,0.9823085708550792
Panax Ginseng Root Extract,Panax Ginseng Root Extract,Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9997502559809425,Low,Low,True,0.9946581108609673,No Risk,No Risk,True,0.9984557218030518
Aesculus Hippocastanum Extract (Horse Chestnut),Aesculus Hippocastanum Extract (Horse Chestnut),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9995822471982377,Low,Low,True,0.9981742991793482,No Risk,No Risk,True,0.9929857065686962
Gotu Kola Extract,Gotu Kola Extract,Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.999903394649636,Low,Low,True,0.99780032360108,No Risk,No Risk,True,0.9994495494239783
Bambusa Vulgaris Extract (Bamboo),Bambusa Vulgaris Extract (Bamboo),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9998473428358842,Low,Low,True,0.9991132934651624,No Risk,No Risk,True,0.9985306283423518
Avena Sativa Kernel Extract (Oat),Avena Sativa Kernel Extract (Oat),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.931732843598542,Low,Low,True,0.9989578529026057,No Risk,No Risk,True,0.7240870457516153
Colloidal Oatmeal,Colloidal Oatmeal,Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9873482466285362,Low,Low,True,0.9695683947136896,No Risk,No Risk,True,0.9012670984558138
Morus Alba Root Extract (Mulberry),Morus Alba Root Extract (Mulberry),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.999913866313098,Low,Low,True,0.9985672909932045,No Risk,No Risk,True,0.9635101006574536
Arctostaphylos Uva Ursi Leaf Extract (Bearberry),Arctostaphylos Uva Ursi Leaf Extract (Bearberry),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9998944430114332,Low,Low,True,0.9980853685242133,No Risk,No Risk,True,0.9888819308323505
Glycine Soja Extract (Soybean),Glycine Soja Extract (Soybean),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9997162842150835,Low,Low,True,0.990268635244708,No Risk,No Risk,True,0.9982945484420772
Hippophae Rhamnoides Extract (Sea Buckthorn),Hippophae Rhamnoides Extract (Sea Buckthorn),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9997062096087466,Low,Low,True,0.9984977188014188,No Risk,No Risk,True,0.992935376700034
Vaccinium Myrtillus Fruit Extract (Blueberry),Vaccinium Myrtillus Fruit Extract (Blueberry),Botanical Extract,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9998189221796325,Low,Low,True,0.9957323067827382,No Risk,No Risk,True,0.9961526337763311
